ts,run_id,component,operation,metric,value_ms,program_id,service_id
1787097114169,1787097114-106135347-10441,integration_process,write,write_act_total_ms,38.034275,2,hospital-service
1787097114176,1787097114-106135347-10441,digital_service,post,verifyCertificate_ms,0.004801,2,messaging-service
1787097114176,1787097114-106135347-10441,digital_service,post,decrypt_ms,0.004160,2,messaging-service
1787097114177,1787097114-106135347-10441,digital_service,post,storeLocalData_ms,0.530790,2,messaging-service
1787097114177,1787097114-106135347-10441,digital_service,post,post_total_ms,1.221725,2,messaging-service
1787097114189,1787097114-106135347-10441,integration_process,write,getServicePublicKey_ms,0.000060,2,messaging-service
1787097114189,1787097114-106135347-10441,integration_process,write,encrypt_ms,0.000440,2,messaging-service
1787097114189,1787097114-106135347-10441,integration_process,write,write_request_response_ms,19.265991,2,messaging-service
1787097114189,1787097114-106135347-10441,integration_process,write,write_act_total_ms,19.272653,2,messaging-service
1787097114189,1787097114-106135347-10441,integration_process,execute,execute_total_ms,83.187028,2,
1787097114204,1787097114-194422193-10442,digital_service,request,verifyCertificate_ms,0.004340,2,health-registry-service
1787097114208,1787097114-194422193-10442,digital_service,request,retrieveLocalData_ms,3.904996,2,health-registry-service
1787097114208,1787097114-194422193-10442,digital_service,request,encrypt_ms,0.004280,2,health-registry-service
1787097114208,1787097114-194422193-10442,digital_service,request,request_total_ms,4.561487,2,health-registry-service
1787097114220,1787097114-194422193-10442,integration_process,read,read_request_response_ms,25.782557,2,health-registry-service
1787097114220,1787097114-194422193-10442,integration_process,read,read_parse_ms,0.009419,2,health-registry-service
1787097114220,1787097114-194422193-10442,integration_process,read,decrypt_ms,0.000180,2,health-registry-service
1787097114220,1787097114-194422193-10442,integration_process,read,read_act_total_ms,25.802539,2,health-registry-service
1787097114227,1787097114-194422193-10442,digital_service,post,verifyCertificate_ms,0.004979,2,hospital-service
1787097114227,1787097114-194422193-10442,digital_service,post,decrypt_ms,0.004420,2,hospital-service
1787097114246,1787097114-194422193-10442,digital_service,post,storeLocalData_ms,19.145469,2,hospital-service
1787097114246,1787097114-194422193-10442,digital_service,post,post_total_ms,19.821663,2,hospital-service
1787097114258,1787097114-194422193-10442,integration_process,write,getServicePublicKey_ms,0.000060,2,hospital-service
1787097114258,1787097114-194422193-10442,integration_process,write,encrypt_ms,0.000280,2,hospital-service
1787097114258,1787097114-194422193-10442,integration_process,write,write_request_response_ms,38.023035,2,hospital-service
1787097114258,1787097114-194422193-10442,integration_process,write,write_act_total_ms,38.029995,2,hospital-service
1787097114265,1787097114-194422193-10442,digital_service,post,verifyCertificate_ms,0.005020,2,messaging-service
1787097114265,1787097114-194422193-10442,digital_service,post,decrypt_ms,0.004080,2,messaging-service
1787097114266,1787097114-194422193-10442,digital_service,post,storeLocalData_ms,0.581931,2,messaging-service
1787097114266,1787097114-194422193-10442,digital_service,post,post_total_ms,1.165302,2,messaging-service
1787097114277,1787097114-194422193-10442,integration_process,write,getServicePublicKey_ms,0.000080,2,messaging-service
1787097114277,1787097114-194422193-10442,integration_process,write,encrypt_ms,0.000400,2,messaging-service
1787097114277,1787097114-194422193-10442,integration_process,write,write_request_response_ms,18.933805,2,messaging-service
1787097114277,1787097114-194422193-10442,integration_process,write,write_act_total_ms,18.940006,2,messaging-service
1787097114277,1787097114-194422193-10442,integration_process,execute,execute_total_ms,82.971164,2,
1787097114292,1787097114-282550036-10443,digital_service,request,verifyCertificate_ms,0.003940,2,health-registry-service
1787097114296,1787097114-282550036-10443,digital_service,request,retrieveLocalData_ms,3.860235,2,health-registry-service
1787097114296,1787097114-282550036-10443,digital_service,request,encrypt_ms,0.004561,2,health-registry-service
1787097114296,1787097114-282550036-10443,digital_service,request,request_total_ms,4.513867,2,health-registry-service
1787097114308,1787097114-282550036-10443,integration_process,read,read_request_response_ms,25.587375,2,health-registry-service
1787097114308,1787097114-282550036-10443,integration_process,read,read_parse_ms,0.008440,2,health-registry-service
1787097114308,1787097114-282550036-10443,integration_process,read,decrypt_ms,0.000180,2,health-registry-service
1787097114308,1787097114-282550036-10443,integration_process,read,read_act_total_ms,25.605775,2,health-registry-service
1787097114314,1787097114-282550036-10443,digital_service,post,verifyCertificate_ms,0.005079,2,hospital-service
1787097114315,1787097114-282550036-10443,digital_service,post,decrypt_ms,0.004060,2,hospital-service
1787097114334,1787097114-282550036-10443,digital_service,post,storeLocalData_ms,19.329233,2,hospital-service
1787097114334,1787097114-282550036-10443,digital_service,post,post_total_ms,19.982905,2,hospital-service
1787097114346,1787097114-282550036-10443,integration_process,write,getServicePublicKey_ms,0.000059,2,hospital-service
1787097114346,1787097114-282550036-10443,integration_process,write,encrypt_ms,0.000260,2,hospital-service
1787097114346,1787097114-282550036-10443,integration_process,write,write_request_response_ms,38.061114,2,hospital-service
1787097114346,1787097114-282550036-10443,integration_process,write,write_act_total_ms,38.067896,2,hospital-service
1787097114353,1787097114-282550036-10443,digital_service,post,verifyCertificate_ms,0.004980,2,messaging-service
